266967 -nan -nan -nan -nan
266968 -nan -nan -nan -nan
266969 -nan -nan -nan -nan
266970 -nan -nan -nan -nan
266971 -nan -nan -nan -nan
266972 -nan -nan -nan -nan
266973 -nan -nan -nan -nan
266974 -nan -nan -nan -nan
266975 -nan -nan -nan -nan
266976 -nan -nan -nan -nan
266977 -nan -nan -nan -nan
266978 26056.893099 26056.893099 26206.043099 26206.043099
267077 -nan -nan -nan -nan
267078 -nan -nan -nan -nan
267079 -nan -nan -nan -nan
267080 -nan -nan -nan -nan
267081 -nan -nan -nan -nan
267082 -nan -nan -nan -nan
267083 -nan -nan -nan -nan
267084 -nan -nan -nan -nan
267085 -nan -nan -nan -nan
267086 -nan -nan -nan -nan
267087 -nan -nan -nan -nan
267088 -nan -nan -nan -nan
267089 -nan -nan -nan -nan
267090 26056.893099 26056.893099 26206.043099 26206.043099
267342 26056.892013 26056.892013 26206.042013 26206.042013
267343 26056.887651 26056.887651 26206.037651 26206.037651
267347 26056.886512 26056.886512 26206.036512 26206.036512
267349 26056.711124 26056.711124 26205.861124 26205.861124
269315 -nan -nan -nan -nan
269316 -nan -nan -nan -nan
269317 -nan -nan -nan -nan
269318 -nan -nan -nan -nan
269319 -nan -nan -nan -nan
269320 -nan -nan -nan -nan
269321 -nan -nan -nan -nan
269322 -nan -nan -nan -nan
269323 -nan -nan -nan -nan
269324 -nan -nan -nan -nan
269325 -nan -nan -nan -nan
269326 -nan -nan -nan -nan
269327 -nan -nan -nan -nan
269328 26056.893099 26056.893099 26206.043099 26206.043099
269399 -nan -nan -nan -nan
269400 -nan -nan -nan -nan
269401 -nan -nan -nan -nan
269402 -nan -nan -nan -nan
269403 -nan -nan -nan -nan
269404 -nan -nan -nan -nan
269405 -nan -nan -nan -nan
269406 -nan -nan -nan -nan
269407 -nan -nan -nan -nan
269408 -nan -nan -nan -nan
269409 -nan -nan -nan -nan
269410 -nan -nan -nan -nan
269411 -nan -nan -nan -nan
269412 26056.893099 26056.893099 26206.043099 26206.043099
269525 -nan -nan -nan -nan
269526 -nan -nan -nan -nan
269527 -nan -nan -nan -nan
269528 -nan -nan -nan -nan
269529 -nan -nan -nan -nan
269530 -nan -nan -nan -nan
269531 -nan -nan -nan -nan
269532 -nan -nan -nan -nan
269533 -nan -nan -nan -nan
269534 -nan -nan -nan -nan
269535 -nan -nan -nan -nan
269536 -nan -nan -nan -nan
269537 -nan -nan -nan -nan
269538 26056.893099 26056.893099 26206.043099 26206.043099
269581 -nan -nan -nan -nan
269582 -nan -nan -nan -nan
269583 -nan -nan -nan -nan
269584 -nan -nan -nan -nan
269585 -nan -nan -nan -nan
269586 -nan -nan -nan -nan
269587 -nan -nan -nan -nan
269588 -nan -nan -nan -nan
269589 -nan -nan -nan -nan
269590 -nan -nan -nan -nan
269591 -nan -nan -nan -nan
269592 -nan -nan -nan -nan
269593 -nan -nan -nan -nan
269594 26056.893099 26056.893099 26206.043099 26206.043099
269665 -nan -nan -nan -nan
269666 -nan -nan -nan -nan
269667 -nan -nan -nan -nan
269668 -nan -nan -nan -nan
269669 -nan -nan -nan -nan
269670 -nan -nan -nan -nan
269671 -nan -nan -nan -nan
269672 -nan -nan -nan -nan
269673 -nan -nan -nan -nan
269674 -nan -nan -nan -nan
269675 -nan -nan -nan -nan
269676 -nan -nan -nan -nan
269677 -nan -nan -nan -nan
269678 26056.893099 26056.893099 26206.043099 26206.043099
269735 -nan -nan -nan -nan
269736 -nan -nan -nan -nan
269737 -nan -nan -nan -nan
269738 -nan -nan -nan -nan
269739 -nan -nan -nan -nan
269740 -nan -nan -nan -nan
269741 -nan -nan -nan -nan
269742 -nan -nan -nan -nan
269743 -nan -nan -nan -nan
269744 -nan -nan -nan -nan
269745 -nan -nan -nan -nan
269746 -nan -nan -nan -nan
269747 -nan -nan -nan -nan
269748 26056.893099 26056.893099 26206.043099 26206.043099
269777 -nan -nan -nan -nan
269778 -nan -nan -nan -nan
269779 -nan -nan -nan -nan
269780 -nan -nan -nan -nan
269781 -nan -nan -nan -nan
269782 -nan -nan -nan -nan
269783 -nan -nan -nan -nan
269784 -nan -nan -nan -nan
269785 -nan -nan -nan -nan
269786 -nan -nan -nan -nan
269787 -nan -nan -nan -nan
269788 -nan -nan -nan -nan
269789 -nan -nan -nan -nan
269790 26056.893099 26056.893099 26206.043099 26206.043099
269945 -nan -nan -nan -nan
269946 -nan -nan -nan -nan
269947 -nan -nan -nan -nan
269948 -nan -nan -nan -nan
269949 -nan -nan -nan -nan
269950 -nan -nan -nan -nan
269951 -nan -nan -nan -nan
269952 -nan -nan -nan -nan
269953 -nan -nan -nan -nan
269954 -nan -nan -nan -nan
269955 -nan -nan -nan -nan
269956 -nan -nan -nan -nan
269957 -nan -nan -nan -nan
269958 26056.893099 26056.893099 26206.043099 26206.043099
270000 3133789881343212502724887125602459238894460366752180886631749751691872677872477605084911925689377100379812651210673265758064612106005107474013277816743647810881430147794112820276889389421799369543720418241830932641282050064341358152594663602339926258280290582998448210991253555139407518568793298173952.000000 26056.893099 3133789881343212502724887125602459238894460366752180886631749751691872677872477605084911925689377100379812651210673265758064612106005107474013277816743647810881430147794112820276889389421799369543720418241830932641282050064341358152594663602339926258280290582998448210991253555139407518568793298173952.000000 26206.043099
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 706818.296575 706818.296575 706967.446575 706967.446575
2 706818.128733 706818.128733 706967.278733 706967.278733
9 706817.061152 706817.061152 706966.211152 706966.211152
41 569092.784239 569092.784239 569241.934239 569241.934239
42 569092.421358 569092.421358 569241.571358 569241.571358
45 569092.033777 569092.033777 569241.183777 569241.183777
53 569091.734899 569091.734899 569240.884899 569240.884899
71 569091.441391 569091.441391 569240.591391 569240.591391
121 564388.658369 564388.658369 564537.808369 564537.808369
122 564388.504183 564388.504183 564537.654183 564537.654183
123 564388.167235 564388.167235 564537.317235 564537.317235
125 564388.117600 564388.117600 564537.267600 564537.267600
131 564387.446227 564387.446227 564536.596227 564536.596227
161 557462.035657 557462.035657 557611.185657 557611.185657
162 557461.910050 557461.910050 557611.060050 557611.060050
165 557461.829333 557461.829333 557610.979333 557610.979333
169 557461.032436 557461.032436 557610.182436 557610.182436
186 557460.656122 557460.656122 557609.806122 557609.806122
241 379796.241017 379796.241017 379945.391017 379945.391017
275 379796.232697 379796.232697 379945.382697 379945.382697
321 308699.519007 308699.519007 308848.669007 308848.669007
326 308699.388149 308699.388149 308848.538149 308848.538149
329 308699.264045 308699.264045 308848.414045 308848.414045
346 308699.060572 308699.060572 308848.210572 308848.210572
601 239818.082883 239818.082883 239967.232883 239967.232883
609 239818.047126 239818.047126 239967.197126 239967.197126
1041 184638.005740 184638.005740 184787.155740 184787.155740
1042 184637.621148 184637.621148 184786.771148 184786.771148
1051 184637.577323 184637.577323 184786.727323 184786.727323
1067 184637.417879 184637.417879 184786.567879 184786.567879
1077 184637.263042 184637.263042 184786.413042 184786.413042
1801 160897.908876 160897.908876 161047.058876 161047.058876
1802 160897.898826 160897.898826 161047.048826 161047.048826
1803 160897.893722 160897.893722 161047.043722 161047.043722
1805 160897.754867 160897.754867 161046.904867 161046.904867
1809 160897.727789 160897.727789 161046.877789 161046.877789
1817 160897.442060 160897.442060 161046.592060 161046.592060
266713 -nan -nan -nan -nan
266714 -nan -nan -nan -nan
266715 -nan -nan -nan -nan
266716 -nan -nan -nan -nan
266717 -nan -nan -nan -nan
266718 -nan -nan -nan -nan
266719 -nan -nan -nan -nan
266720 -nan -nan -nan -nan
266721 -nan -nan -nan -nan
266722 -nan -nan -nan -nan
266723 -nan -nan -nan -nan
266724 -nan -nan -nan -nan
266725 -nan -nan -nan -nan
266726 26056.893099 26056.893099 26206.043099 26206.043099
266951 -nan -nan -nan -nan
266952 -nan -nan -nan -nan
266953 -nan -nan -nan -nan
266954 -nan -nan -nan -nan
266955 -nan -nan -nan -nan
266956 -nan -nan -nan -nan
266957 -nan -nan -nan -nan
266958 -nan -nan -nan -nan
266959 -nan -nan -nan -nan
266960 -nan -nan -nan -nan
266961 -nan -nan -nan -nan
266962 -nan -nan -nan -nan
266963 -nan -nan -nan -nan
266964 26056.893099 26056.893099 26206.043099 26206.043099
267049 -nan -nan -nan -nan
267050 -nan -nan -nan -nan
267051 -nan -nan -nan -nan
267052 -nan -nan -nan -nan
267053 -nan -nan -nan -nan
267054 -nan -nan -nan -nan
267055 -nan -nan -nan -nan
267056 -nan -nan -nan -nan
267057 -nan -nan -nan -nan
267058 -nan -nan -nan -nan
267059 -nan -nan -nan -nan
267060 -nan -nan -nan -nan
267061 -nan -nan -nan -nan
267062 26056.893099 26056.893099 26206.043099 26206.043099
267622 26056.892013 26056.892013 26206.042013 26206.042013
267623 26056.887651 26056.887651 26206.037651 26206.037651
267627 26056.886512 26056.886512 26206.036512 26206.036512
267629 26056.711124 26056.711124 26205.861124 26205.861124
269329 -nan -nan -nan -nan
269330 -nan -nan -nan -nan
269331 -nan -nan -nan -nan
269332 -nan -nan -nan -nan
269333 -nan -nan -nan -nan
269334 -nan -nan -nan -nan
269335 -nan -nan -nan -nan
269336 -nan -nan -nan -nan
269337 -nan -nan -nan -nan
269338 -nan -nan -nan -nan
269339 -nan -nan -nan -nan
269340 -nan -nan -nan -nan
269341 -nan -nan -nan -nan
269342 26056.893099 26056.893099 26206.043099 26206.043099
269357 -nan -nan -nan -nan
269358 -nan -nan -nan -nan
269359 -nan -nan -nan -nan
269360 -nan -nan -nan -nan
269361 -nan -nan -nan -nan
269362 -nan -nan -nan -nan
269363 -nan -nan -nan -nan
269364 -nan -nan -nan -nan
269365 -nan -nan -nan -nan
269366 -nan -nan -nan -nan
269367 -nan -nan -nan -nan
269368 -nan -nan -nan -nan
269369 -nan -nan -nan -nan
269370 26056.893099 26056.893099 26206.043099 26206.043099
269413 -nan -nan -nan -nan
269414 -nan -nan -nan -nan
269415 -nan -nan -nan -nan
269416 -nan -nan -nan -nan
269417 -nan -nan -nan -nan
269418 -nan -nan -nan -nan
269419 -nan -nan -nan -nan
269420 -nan -nan -nan -nan
269421 -nan -nan -nan -nan
269422 -nan -nan -nan -nan
269423 -nan -nan -nan -nan
269424 -nan -nan -nan -nan
269425 -nan -nan -nan -nan
269426 26056.893099 26056.893099 26206.043099 26206.043099
269553 -nan -nan -nan -nan
269554 -nan -nan -nan -nan
269555 -nan -nan -nan -nan
269556 -nan -nan -nan -nan
269557 -nan -nan -nan -nan
269558 -nan -nan -nan -nan
269559 -nan -nan -nan -nan
269560 -nan -nan -nan -nan
269561 -nan -nan -nan -nan
269562 -nan -nan -nan -nan
269563 -nan -nan -nan -nan
269564 -nan -nan -nan -nan
269565 -nan -nan -nan -nan
269566 26056.893099 26056.893099 26206.043099 26206.043099
269651 -nan -nan -nan -nan
269652 -nan -nan -nan -nan
269653 -nan -nan -nan -nan
269654 -nan -nan -nan -nan
269655 -nan -nan -nan -nan
269656 -nan -nan -nan -nan
269657 -nan -nan -nan -nan
269658 -nan -nan -nan -nan
269659 -nan -nan -nan -nan
269660 -nan -nan -nan -nan
269661 -nan -nan -nan -nan
269662 -nan -nan -nan -nan
269663 -nan -nan -nan -nan
269664 26056.893099 26056.893099 26206.043099 26206.043099
269749 -nan -nan -nan -nan
269750 -nan -nan -nan -nan
269751 -nan -nan -nan -nan
269752 -nan -nan -nan -nan
269753 -nan -nan -nan -nan
269754 -nan -nan -nan -nan
269755 -nan -nan -nan -nan
269756 -nan -nan -nan -nan
269757 -nan -nan -nan -nan
269758 -nan -nan -nan -nan
269759 -nan -nan -nan -nan
269760 -nan -nan -nan -nan
269761 -nan -nan -nan -nan
269762 26056.893099 26056.893099 26206.043099 26206.043099
270000 34865819160069517098475197830342808460343255068608212533391341293680908544754921454817104401681541939915412763817136770908635207528169309629610256738000625519261220266557054411167353899730643134775728720042253812126169423377765008464978808474747369396360082620300660306592280013163537583935860259160064.000000 26056.893099 34865819160069517098475197830342808460343255068608212533391341293680908544754921454817104401681541939915412763817136770908635207528169309629610256738000625519261220266557054411167353899730643134775728720042253812126169423377765008464978808474747369396360082620300660306592280013163537583935860259160064.000000 26206.043099
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1052217.800385 1052217.800385 1052366.950385 1052366.950385
3 1052217.065329 1052217.065329 1052366.215329 1052366.215329
9 1052216.131459 1052216.131459 1052365.281459 1052365.281459
41 707002.375317 707002.375317 707151.525317 707151.525317
42 707002.360790 707002.360790 707151.510790 707151.510790
43 707001.638334 707001.638334 707150.788334 707150.788334
49 707000.839110 707000.839110 707149.989110 707149.989110
81 167110.914819 167110.914819 167260.064819 167260.064819
83 167110.907807 167110.907807 167260.057807 167260.057807
87 167110.896723 167110.896723 167260.046723 167260.046723
89 167110.890746 167110.890746 167260.040746 167260.040746
93 167110.627244 167110.627244 167259.777244 167259.777244
111 167110.325236 167110.325236 167259.475236 167259.475236
521 112799.903403 112799.903403 112949.053403 112949.053403
522 112799.833605 112799.833605 112948.983605 112948.983605
525 112799.738647 112799.738647 112948.888647 112948.888647
529 112799.733054 112799.733054 112948.883054 112948.883054
551 112799.359544 112799.359544 112948.509544 112948.509544
269427 -nan -nan -nan -nan
269428 -nan -nan -nan -nan
269429 -nan -nan -nan -nan
269430 -nan -nan -nan -nan
269431 -nan -nan -nan -nan
269432 -nan -nan -nan -nan
269433 -nan -nan -nan -nan
269434 -nan -nan -nan -nan
269435 -nan -nan -nan -nan
269436 -nan -nan -nan -nan
269437 -nan -nan -nan -nan
269438 -nan -nan -nan -nan
269439 -nan -nan -nan -nan
269440 26056.893099 26056.893099 26206.043099 26206.043099
269749 -nan -nan -nan -nan
269750 -nan -nan -nan -nan
269751 -nan -nan -nan -nan
269752 -nan -nan -nan -nan
269753 -nan -nan -nan -nan
269754 -nan -nan -nan -nan
269755 -nan -nan -nan -nan
269756 -nan -nan -nan -nan
269757 -nan -nan -nan -nan
269758 -nan -nan -nan -nan
269759 -nan -nan -nan -nan
269760 -nan -nan -nan -nan
269761 -nan -nan -nan -nan
269762 26056.893099 26056.893099 26206.043099 26206.043099
269763 -nan -nan -nan -nan
269764 -nan -nan -nan -nan
269765 -nan -nan -nan -nan
269766 -nan -nan -nan -nan
269767 -nan -nan -nan -nan
269768 -nan -nan -nan -nan
269769 -nan -nan -nan -nan
269770 -nan -nan -nan -nan
269771 -nan -nan -nan -nan
269772 -nan -nan -nan -nan
269773 -nan -nan -nan -nan
269774 -nan -nan -nan -nan
269775 -nan -nan -nan -nan
269776 26056.893099 26056.893099 26206.043099 26206.043099
270000 108563726389011124499381472117780453140643627579561012503805765723691519139586932826118473057512989527193625713828465783918369270488048526577154495305097646032421454224707369006854083611312896669774760127809070566445398451283202890819982207524166609593578672898704293975837689190080118411840857353744285696.000000 26056.893099 108563726389011124499381472117780453140643627579561012503805765723691519139586932826118473057512989527193625713828465783918369270488048526577154495305097646032421454224707369006854083611312896669774760127809070566445398451283202890819982207524166609593578672898704293975837689190080118411840857353744285696.000000 26206.043099
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 945705.002029 945705.002029 944705.002029 944705.002029
2 945704.988435 945704.988435 944704.988435 944704.988435
3 945704.786238 945704.786238 944704.786238 944704.786238
9 945704.742845 945704.742845 944704.742845 944704.742845
13 945703.354903 945703.354903 944703.354903 944703.354903
41 907112.689629 907112.689629 906112.689629 906112.689629
121 879374.905165 879374.905165 878374.905165 878374.905165
125 879374.886891 879374.886891 878374.886891 878374.886891
128 879374.869818 879374.869818 878374.869818 878374.869818
131 879374.452817 879374.452817 878374.452817 878374.452817
140 879373.967670 879373.967670 878373.967670 878373.967670
143 879373.873098 879373.873098 878373.873098 878373.873098
147 879373.722712 879373.722712 878373.722712 878373.722712
241 480977.168132 480977.168132 479977.168132 479977.168132
244 480976.953208 480976.953208 479976.953208 479976.953208
249 480976.511552 480976.511552 479976.511552 479976.511552
281 328318.432698 328318.432698 327318.432698 327318.432698
289 328318.401091 328318.401091 327318.401091 327318.401091
293 328318.355043 328318.355043 327318.355043 327318.355043
307 328317.735890 328317.735890 327317.735890 327317.735890
315 328317.511670 328317.511670 327317.511670 327317.511670
641 188224.213554 188224.213554 187224.213554 187224.213554
644 188224.213546 188224.213546 187224.213546 187224.213546
646 188224.055861 188224.055861 187224.055861 187224.055861
652 188223.948211 188223.948211 187223.948211 187223.948211
667 188223.888094 188223.888094 187223.888094 187223.888094
675 188223.643473 188223.643473 187223.643473 187223.643473
266643 -nan -nan -nan -nan
266644 -nan -nan -nan -nan
266645 -nan -nan -nan -nan
266646 -nan -nan -nan -nan
266647 -nan -nan -nan -nan
266648 -nan -nan -nan -nan
266649 -nan -nan -nan -nan
266650 -nan -nan -nan -nan
266651 -nan -nan -nan -nan
266652 -nan -nan -nan -nan
266653 -nan -nan -nan -nan
266654 -nan -nan -nan -nan
266655 -nan -nan -nan -nan
266656 78337.290692 78337.290692 77337.290692 77337.290692
267021 -nan -nan -nan -nan
267022 -nan -nan -nan -nan
267023 -nan -nan -nan -nan
267024 -nan -nan -nan -nan
267025 -nan -nan -nan -nan
267026 -nan -nan -nan -nan
267027 -nan -nan -nan -nan
267028 -nan -nan -nan -nan
267029 -nan -nan -nan -nan
267030 -nan -nan -nan -nan
267031 -nan -nan -nan -nan
267032 -nan -nan -nan -nan
267033 -nan -nan -nan -nan
267034 78337.290692 78337.290692 77337.290692 77337.290692
267259 -nan -nan -nan -nan
267260 -nan -nan -nan -nan
267261 -nan -nan -nan -nan
267262 -nan -nan -nan -nan
267263 -nan -nan -nan -nan
267264 -nan -nan -nan -nan
267265 -nan -nan -nan -nan
267266 -nan -nan -nan -nan
267267 -nan -nan -nan -nan
267268 -nan -nan -nan -nan
267269 -nan -nan -nan -nan
267270 -nan -nan -nan -nan
267271 -nan -nan -nan -nan
267272 78337.290692 78337.290692 77337.290692 77337.290692
267287 -nan -nan -nan -nan
267288 -nan -nan -nan -nan
267289 -nan -nan -nan -nan
267290 -nan -nan -nan -nan
267291 -nan -nan -nan -nan
267292 -nan -nan -nan -nan
267293 -nan -nan -nan -nan
267294 -nan -nan -nan -nan
267295 -nan -nan -nan -nan
267296 -nan -nan -nan -nan
267297 -nan -nan -nan -nan
267298 -nan -nan -nan -nan
267299 -nan -nan -nan -nan
267300 78337.290692 78337.290692 77337.290692 77337.290692
267421 78337.059971 78337.059971 77337.059971 77337.059971
269343 -nan -nan -nan -nan
269344 -nan -nan -nan -nan
269345 -nan -nan -nan -nan
269346 -nan -nan -nan -nan
269347 -nan -nan -nan -nan
269348 -nan -nan -nan -nan
269349 -nan -nan -nan -nan
269350 -nan -nan -nan -nan
269351 -nan -nan -nan -nan
269352 -nan -nan -nan -nan
269353 -nan -nan -nan -nan
269354 -nan -nan -nan -nan
269355 -nan -nan -nan -nan
269356 78337.290692 78337.290692 77337.290692 77337.290692
269385 -nan -nan -nan -nan
269386 -nan -nan -nan -nan
269387 -nan -nan -nan -nan
269388 -nan -nan -nan -nan
269389 -nan -nan -nan -nan
269390 -nan -nan -nan -nan
269391 -nan -nan -nan -nan
269392 -nan -nan -nan -nan
269393 -nan -nan -nan -nan
269394 -nan -nan -nan -nan
269395 -nan -nan -nan -nan
269396 -nan -nan -nan -nan
269397 -nan -nan -nan -nan
269398 78337.290692 78337.290692 77337.290692 77337.290692
269399 -nan -nan -nan -nan
269400 -nan -nan -nan -nan
269401 -nan -nan -nan -nan
269402 -nan -nan -nan -nan
269403 -nan -nan -nan -nan
269404 -nan -nan -nan -nan
269405 -nan -nan -nan -nan
269406 -nan -nan -nan -nan
269407 -nan -nan -nan -nan
269408 -nan -nan -nan -nan
269409 -nan -nan -nan -nan
269410 -nan -nan -nan -nan
269411 -nan -nan -nan -nan
269412 78337.290692 78337.290692 77337.290692 77337.290692
269651 -nan -nan -nan -nan
269652 -nan -nan -nan -nan
269653 -nan -nan -nan -nan
269654 -nan -nan -nan -nan
269655 -nan -nan -nan -nan
269656 -nan -nan -nan -nan
269657 -nan -nan -nan -nan
269658 -nan -nan -nan -nan
269659 -nan -nan -nan -nan
269660 -nan -nan -nan -nan
269661 -nan -nan -nan -nan
269662 -nan -nan -nan -nan
269663 -nan -nan -nan -nan
269664 78337.290692 78337.290692 77337.290692 77337.290692
269721 -nan -nan -nan -nan
269722 -nan -nan -nan -nan
269723 -nan -nan -nan -nan
269724 -nan -nan -nan -nan
269725 -nan -nan -nan -nan
269726 -nan -nan -nan -nan
269727 -nan -nan -nan -nan
269728 -nan -nan -nan -nan
269729 -nan -nan -nan -nan
269730 -nan -nan -nan -nan
269731 -nan -nan -nan -nan
269732 -nan -nan -nan -nan
269733 -nan -nan -nan -nan
269734 78337.290692 78337.290692 77337.290692 77337.290692
269959 -nan -nan -nan -nan
269960 -nan -nan -nan -nan
269961 -nan -nan -nan -nan
269962 -nan -nan -nan -nan
269963 -nan -nan -nan -nan
269964 -nan -nan -nan -nan
269965 -nan -nan -nan -nan
269966 -nan -nan -nan -nan
269967 -nan -nan -nan -nan
269968 -nan -nan -nan -nan
269969 -nan -nan -nan -nan
269970 -nan -nan -nan -nan
269971 -nan -nan -nan -nan
269972 78337.290692 78337.290692 77337.290692 77337.290692
269987 -nan -nan -nan -nan
269988 -nan -nan -nan -nan
269989 -nan -nan -nan -nan
269990 -nan -nan -nan -nan
269991 -nan -nan -nan -nan
269992 -nan -nan -nan -nan
269993 -nan -nan -nan -nan
269994 -nan -nan -nan -nan
269995 -nan -nan -nan -nan
269996 -nan -nan -nan -nan
269997 -nan -nan -nan -nan
269998 -nan -nan -nan -nan
269999 -nan -nan -nan -nan
270000 78337.290692 78337.290692 77337.290692 77337.290692
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 619584.331057 619584.331057 618584.331057 618584.331057
27 619582.817337 619582.817337 618582.817337 618582.817337
41 578907.307232 578907.307232 577907.307232 577907.307232
42 578907.287259 578907.287259 577907.287259 577907.287259
43 578907.055072 578907.055072 577907.055072 577907.055072
47 578906.234403 578906.234403 577906.234403 577906.234403
81 404096.201608 404096.201608 403096.201608 403096.201608
83 404096.187913 404096.187913 403096.187913 403096.187913
85 404096.144850 404096.144850 403096.144850 403096.144850
89 404096.100304 404096.100304 403096.100304 403096.100304
93 404095.452561 404095.452561 403095.452561 403095.452561
103 404094.891833 404094.891833 403094.891833 403094.891833
241 375877.196461 375877.196461 374877.196461 374877.196461
244 375877.175806 375877.175806 374877.175806 374877.175806
245 375877.090454 375877.090454 374877.090454 374877.090454
249 375876.942793 375876.942793 374876.942793 374876.942793
261 375876.174648 375876.174648 374876.174648 374876.174648
321 353975.738619 353975.738619 352975.738619 352975.738619
326 353975.535100 353975.535100 352975.535100 352975.535100
333 353974.173132 353974.173132 352974.173132 352974.173132
441 331137.545688 331137.545688 330137.545688 330137.545688
444 331137.160537 331137.160537 330137.160537 330137.160537
447 331137.054202 331137.054202 330137.054202 330137.054202
477 331137.005078 331137.005078 330137.005078 330137.005078
1121 248334.463416 248334.463416 247334.463416 247334.463416
1125 248334.449089 248334.449089 247334.449089 247334.449089
1127 248333.998541 248333.998541 247333.998541 247333.998541
1141 248333.829645 248333.829645 247333.829645 247333.829645
1361 201453.956156 201453.956156 200453.956156 200453.956156
1380 201453.931175 201453.931175 200453.931175 200453.931175
1921 135692.488517 135692.488517 134692.488517 134692.488517
1923 135692.485559 135692.485559 134692.485559 134692.485559
1926 135692.465835 135692.465835 134692.465835 134692.465835
1927 135692.349760 135692.349760 134692.349760 134692.349760
1935 135692.339035 135692.339035 134692.339035 134692.339035
1938 135692.214114 135692.214114 134692.214114 134692.214114
1953 135691.949623 135691.949623 134691.949623 134691.949623
263971 -nan -nan -nan -nan
263972 -nan -nan -nan -nan
263973 -nan -nan -nan -nan
263974 -nan -nan -nan -nan
263975 -nan -nan -nan -nan
263976 -nan -nan -nan -nan
263977 -nan -nan -nan -nan
263978 -nan -nan -nan -nan
263979 -nan -nan -nan -nan
263980 -nan -nan -nan -nan
263981 -nan -nan -nan -nan
263982 -nan -nan -nan -nan
263983 -nan -nan -nan -nan
263984 78337.290692 78337.290692 77337.290692 77337.290692
264801 78337.059971 78337.059971 77337.059971 77337.059971
266643 -nan -nan -nan -nan
266644 -nan -nan -nan -nan
266645 -nan -nan -nan -nan
266646 -nan -nan -nan -nan
266647 -nan -nan -nan -nan
266648 -nan -nan -nan -nan
266649 -nan -nan -nan -nan
266650 -nan -nan -nan -nan
266651 -nan -nan -nan -nan
266652 -nan -nan -nan -nan
266653 -nan -nan -nan -nan
266654 -nan -nan -nan -nan
266655 -nan -nan -nan -nan
266656 78337.290692 78337.290692 77337.290692 77337.290692
266671 -nan -nan -nan -nan
266672 -nan -nan -nan -nan
266673 -nan -nan -nan -nan
266674 -nan -nan -nan -nan
266675 -nan -nan -nan -nan
266676 -nan -nan -nan -nan
266677 -nan -nan -nan -nan
266678 -nan -nan -nan -nan
266679 -nan -nan -nan -nan
266680 -nan -nan -nan -nan
266681 -nan -nan -nan -nan
266682 -nan -nan -nan -nan
266683 -nan -nan -nan -nan
266684 78337.290692 78337.290692 77337.290692 77337.290692
267287 -nan -nan -nan -nan
267288 -nan -nan -nan -nan
267289 -nan -nan -nan -nan
